success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,FP,bonus,nickname,rt,url,view_history,stimulus,key_press,shape_array,effect,correct_response,test_part,trial_part,correct,responses,trial_name
,html-keyboard-response,26,97279,0.0-3.1-0.1-2.7,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""></div>",,['stimuli/diamond.png'],0.0,f,practice,feedback,,,
,survey-text,27,132172,0.0-4.0,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,34884.29999999999,,,,,,,,,,,"{""Q0"":""Predict when the picture of a cat will appear, based upon the shape presented to you.""}",
,instructions,28,139421,0.0-5.0,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,7247.0,,"[{""page_index"":0,""viewing_time"":7246.799999999988}]",,,,,,,,,,
,html-keyboard-response,29,139938,0.0-6.0-0.0,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [1/32]</br>number of points: 0</p>",,"['stimuli/plus.png', 'stimuli/hexagon.png']",1.0,j,test,prepare,,,EF+
,html-keyboard-response,30,141118,0.0-6.0-1.0,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1177.6999999999825,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/plus.png"" width=""30%"" style=""padding:2vmin"">	<img src=""stimuli/hexagon.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [1/32]</br>number of points: 0</p>",70.0,"['stimuli/plus.png', 'stimuli/hexagon.png']",1.0,j,test,main,0.0,,EF+
,html-keyboard-response,31,143133,0.0-6.0-2.0,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [1/32]</br>number of points: 0</p>",,"['stimuli/plus.png', 'stimuli/hexagon.png']",1.0,j,test,feedback,,,EF+
,html-keyboard-response,32,143653,0.0-6.0-0.1,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [2/32]</br>number of points: 0</p>",,['stimuli/star.png'],1.0,j,test,prepare,,,C+
,html-keyboard-response,33,144391,0.0-6.0-1.1,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,735.0,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/star.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [2/32]</br>number of points: 0</p>",74.0,['stimuli/star.png'],1.0,j,test,main,1.0,,C+
,html-keyboard-response,34,146403,0.0-6.0-2.1,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [2/32]</br>number of points: 1</p>",,['stimuli/star.png'],1.0,j,test,feedback,,,C+
,html-keyboard-response,35,146909,0.0-6.0-0.2,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [3/32]</br>number of points: 1</p>",,"['stimuli/star.png', 'stimuli/circle.png']",0.0,f,test,prepare,,,CD-
,html-keyboard-response,36,148004,0.0-6.0-1.2,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1093.2999999999884,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/star.png"" width=""30%"" style=""padding:2vmin"">	<img src=""stimuli/circle.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [3/32]</br>number of points: 1</p>",70.0,"['stimuli/star.png', 'stimuli/circle.png']",0.0,f,test,main,1.0,,CD-
,html-keyboard-response,37,150023,0.0-6.0-2.2,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""></div><p class=""progress""> [3/32]</br>number of points: 2</p>",,"['stimuli/star.png', 'stimuli/circle.png']",0.0,f,test,feedback,,,CD-
,html-keyboard-response,38,150538,0.0-6.0-0.3,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [4/32]</br>number of points: 2</p>",,['stimuli/O.png'],1.0,j,test,prepare,,,Q-
,html-keyboard-response,39,151775,0.0-6.0-1.3,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1233.7999999999884,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/O.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [4/32]</br>number of points: 2</p>",70.0,['stimuli/O.png'],1.0,j,test,main,0.0,,Q-
,html-keyboard-response,40,153783,0.0-6.0-2.3,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [4/32]</br>number of points: 2</p>",,['stimuli/O.png'],1.0,j,test,feedback,,,Q-
,html-keyboard-response,41,154304,0.0-6.0-0.4,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [5/32]</br>number of points: 2</p>",,['stimuli/Q.png'],0.0,f,test,prepare,,,O+
,html-keyboard-response,42,155575,0.0-6.0-1.4,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1269.3999999999942,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/Q.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [5/32]</br>number of points: 2</p>",70.0,['stimuli/Q.png'],0.0,f,test,main,1.0,,O+
,html-keyboard-response,43,157592,0.0-6.0-2.4,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""></div><p class=""progress""> [5/32]</br>number of points: 3</p>",,['stimuli/Q.png'],0.0,f,test,feedback,,,O+
,html-keyboard-response,44,158113,0.0-6.0-0.5,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [6/32]</br>number of points: 3</p>",,['stimuli/heart.png'],1.0,j,test,prepare,,,B+
,html-keyboard-response,45,159130,0.0-6.0-1.5,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1014.6000000000058,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/heart.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [6/32]</br>number of points: 3</p>",74.0,['stimuli/heart.png'],1.0,j,test,main,1.0,,B+
,html-keyboard-response,46,161156,0.0-6.0-2.5,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [6/32]</br>number of points: 4</p>",,['stimuli/heart.png'],1.0,j,test,feedback,,,B+
,html-keyboard-response,47,161678,0.0-6.0-0.6,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [7/32]</br>number of points: 4</p>",,['stimuli/plus.png'],0.0,f,test,prepare,,,E-
,html-keyboard-response,48,162727,0.0-6.0-1.6,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1047.4000000000233,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/plus.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [7/32]</br>number of points: 4</p>",74.0,['stimuli/plus.png'],0.0,f,test,main,0.0,,E-
,html-keyboard-response,49,164743,0.0-6.0-2.6,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""></div><p class=""progress""> [7/32]</br>number of points: 4</p>",,['stimuli/plus.png'],0.0,f,test,feedback,,,E-
,html-keyboard-response,50,165265,0.0-6.0-0.7,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [8/32]</br>number of points: 4</p>",,['stimuli/spade.png'],0.0,f,test,prepare,,,A-
,html-keyboard-response,51,166346,0.0-6.0-1.7,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1078.6000000000058,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/spade.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [8/32]</br>number of points: 4</p>",70.0,['stimuli/spade.png'],0.0,f,test,main,1.0,,A-
,html-keyboard-response,52,168355,0.0-6.0-2.7,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""></div><p class=""progress""> [8/32]</br>number of points: 5</p>",,['stimuli/spade.png'],0.0,f,test,feedback,,,A-
,html-keyboard-response,53,168884,0.0-6.0-0.8,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [9/32]</br>number of points: 5</p>",,['stimuli/Q.png'],0.0,f,test,prepare,,,O+
,html-keyboard-response,54,169853,0.0-6.0-1.8,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,966.6000000000058,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/Q.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [9/32]</br>number of points: 5</p>",70.0,['stimuli/Q.png'],0.0,f,test,main,1.0,,O+
,html-keyboard-response,55,171861,0.0-6.0-2.8,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""></div><p class=""progress""> [9/32]</br>number of points: 6</p>",,['stimuli/Q.png'],0.0,f,test,feedback,,,O+
,html-keyboard-response,56,172370,0.0-6.0-0.9,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [10/32]</br>number of points: 6</p>",,['stimuli/heart.png'],1.0,j,test,prepare,,,B+
,html-keyboard-response,57,173341,0.0-6.0-1.9,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,969.8999999999942,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/heart.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [10/32]</br>number of points: 6</p>",74.0,['stimuli/heart.png'],1.0,j,test,main,1.0,,B+
,html-keyboard-response,58,175367,0.0-6.0-2.9,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [10/32]</br>number of points: 7</p>",,['stimuli/heart.png'],1.0,j,test,feedback,,,B+
,html-keyboard-response,59,175884,0.0-6.0-0.10,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [11/32]</br>number of points: 7</p>",,['stimuli/star.png'],1.0,j,test,prepare,,,C+
,html-keyboard-response,60,177092,0.0-6.0-1.10,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,1205.7999999999884,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/star.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [11/32]</br>number of points: 7</p>",74.0,['stimuli/star.png'],1.0,j,test,main,1.0,,C+
,html-keyboard-response,61,179110,0.0-6.0-2.10,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [11/32]</br>number of points: 8</p>",,['stimuli/star.png'],1.0,j,test,feedback,,,C+
,html-keyboard-response,62,179640,0.0-6.0-0.11,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [12/32]</br>number of points: 8</p>",,['stimuli/plus.png'],0.0,f,test,prepare,,,E-
,html-keyboard-response,63,180506,0.0-6.0-1.11,5f10222e37592b0f5c021e29,5ed519d5f242dd06a51883e7,5f1062793566652f07ac5bc5,False,0.23,fergy76,862.8000000000175,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/plus.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [12/32]</br>number of points: 8</p>",70.0,['stimuli/plus.png'],0.0,f,test,main,1.0,,E-
