,stimulus,response,RT,correct
237,0,0,2,1
238,0,0,2,1
239,0,0,2,1
240,0,0,2,1
241,0,0,2,1
242,0,0,2,1
243,0,0,2,1
244,0,0,2,1
245,0,0,2,1
246,0,0,2,1
247,0,0,2,1
248,0,0,2,1
249,0,0,2,1
250,0,0,2,1
251,0,0,2,1
252,0,0,2,1
253,0,0,2,1
254,0,0,2,1
255,0,0,2,1
256,0,0,2,1
257,0,0,2,1
258,0,0,2,1
259,0,0,2,1
260,0,0,2,1
261,0,0,2,1
262,0,0,2,1
263,0,0,2,1
264,0,0,2,1
265,0,0,2,1
266,0,0,2,1
267,0,0,2,1
268,0,0,2,1
269,0,0,2,1
270,0,0,2,1
271,0,0,2,1
272,0,0,2,1
273,0,0,2,1
274,0,0,2,1
275,0,0,2,1
276,0,0,2,1
277,0,0,2,1
278,0,0,2,1
279,0,0,2,1
280,0,0,2,1
281,0,0,2,1
282,0,0,2,1
283,0,0,2,1
284,0,0,2,1
285,0,0,2,1
286,0,0,2,1
287,0,0,2,1
288,0,0,2,1
289,0,0,2,1
290,0,0,2,1
291,0,0,2,1
292,0,0,2,1
293,0,0,2,1
294,0,0,2,1
295,0,0,2,1
296,0,0,2,1
297,0,0,2,1
298,0,0,2,1
299,0,0,2,1
300,0,0,2,1
301,0,0,2,1
302,0,0,2,1
303,0,0,2,1
304,0,0,2,1
305,0,0,2,1
306,0,0,2,1
307,0,0,2,1
308,0,0,2,1
309,0,0,2,1
310,0,0,2,1
311,0,0,2,1
312,0,0,2,1
313,0,0,2,1
314,0,0,2,1
315,0,0,2,1
316,0,0,2,1
317,0,0,2,1
318,0,0,2,1
319,0,0,2,1
320,0,0,2,1
321,0,0,2,1
322,0,0,2,1
323,0,0,2,1
324,0,0,2,1
325,0,0,2,1
326,0,0,2,1
327,0,0,2,1
328,0,0,2,1
329,0,0,2,1
330,0,0,2,1
331,0,0,2,1
332,0,0,2,1
333,0,0,2,1
334,0,0,2,1
335,0,0,2,1
336,0,0,2,1
337,0,0,2,1
338,0,0,2,1
339,0,0,2,1
340,0,0,2,1
341,0,0,2,1
342,0,0,2,1
343,0,0,2,1
344,0,0,2,1
345,0,0,2,1
346,0,0,2,1
347,0,0,2,1
348,0,0,2,1
349,0,0,2,1
350,0,0,2,1
351,0,0,2,1
352,0,0,2,1
353,0,0,2,1
354,0,0,2,1
355,0,0,2,1
356,0,0,2,1
357,0,0,2,1
358,0,0,2,1
359,0,0,2,1
360,0,0,2,1
361,0,0,2,1
362,0,0,2,1
363,0,0,2,1
364,0,0,2,1
365,0,0,2,1
366,0,0,2,1
367,0,0,2,1
368,0,0,2,1
369,0,0,2,1
370,0,0,2,1
371,0,0,2,1
372,0,0,2,1
373,0,0,2,1
374,0,0,2,1
375,0,0,2,1
376,0,0,2,1
377,0,0,2,1
378,0,0,2,1
379,0,0,2,1
380,0,0,2,1
381,0,0,2,1
382,0,0,2,1
383,0,0,2,1
384,0,0,2,1
385,0,0,2,1
386,0,0,2,1
387,0,0,2,1
388,0,0,2,1
389,0,0,2,1
390,0,0,2,1
391,0,0,2,1
392,0,0,2,1
393,0,0,2,1
394,0,0,2,1
395,0,0,2,1
396,0,0,2,1
397,0,0,2,1
398,0,0,2,1
399,0,0,2,1
400,0,0,2,1
401,0,0,2,1
402,0,0,2,1
403,0,0,2,1
404,0,0,2,1
405,0,0,2,1
406,0,0,2,1
407,0,0,2,1
408,0,0,2,1
409,0,0,2,1
410,0,0,2,1
411,0,0,2,1
412,0,0,2,1
413,0,0,2,1
414,0,0,2,1
415,0,0,2,1
416,0,0,2,1
417,0,0,2,1
418,0,0,2,1
419,0,0,2,1
420,0,0,2,1
421,0,0,2,1
422,0,0,2,1
423,0,0,2,1
424,0,0,2,1
425,0,0,2,1
426,0,0,2,1
427,0,0,2,1
428,0,0,2,1
429,0,0,2,1
430,0,0,2,1
431,0,0,2,1
432,0,0,2,1
433,0,0,2,1
434,0,0,2,1
435,0,0,2,1
436,0,0,2,1
437,0,0,2,1
438,0,0,2,1
439,0,0,2,1
440,0,0,2,1
441,0,0,2,1
442,0,0,2,1
443,0,0,2,1
444,0,0,2,1
445,0,0,2,1
446,0,0,2,1
447,0,0,2,1
448,0,0,2,1
449,0,0,2,1
450,0,0,2,1
451,0,0,2,1
452,0,0,2,1
453,0,0,2,1
454,0,0,2,1
455,0,0,2,1
456,0,0,2,1
457,0,0,2,1
458,0,0,2,1
459,0,0,2,1
460,0,0,2,1
461,0,0,2,1
462,0,0,2,1
463,0,0,2,1
464,0,0,2,1
465,0,0,2,1
466,0,0,2,1
467,0,0,2,1
468,0,0,2,1
469,0,0,2,1
470,0,0,2,1
471,0,0,2,1
472,0,0,2,1
473,0,0,2,1
474,0,0,2,1
475,0,0,2,1
476,0,0,2,1
477,0,0,2,1
478,0,0,2,1
479,0,0,2,1
480,0,0,2,1
481,0,0,2,1
482,0,0,2,1
483,0,0,2,1
484,0,0,2,1
485,0,0,2,1
486,0,0,2,1
487,0,0,2,1
488,0,0,2,1
489,0,0,2,1
490,0,0,2,1
491,0,0,2,1
492,0,0,2,1
493,0,0,2,1
494,0,0,2,1
495,0,0,2,1
496,0,0,2,1
497,0,0,2,1
498,0,0,2,1
499,0,0,2,1
500,0,0,2,1
501,0,0,2,1
502,0,0,2,1
503,0,0,2,1
504,0,0,2,1
505,0,0,2,1
506,0,0,2,1
507,0,0,2,1
508,0,0,2,1
509,0,0,2,1
510,0,0,2,1
511,0,0,2,1
512,0,0,2,1
513,0,0,2,1
514,0,0,2,1
515,0,0,2,1
516,0,0,2,1
517,0,0,2,1
518,0,0,2,1
519,0,0,2,1
520,0,0,2,1
521,0,0,2,1
522,0,0,2,1
523,0,0,2,1
524,0,0,2,1
525,0,0,2,1
526,0,0,2,1
527,0,0,2,1
528,0,0,2,1
529,0,0,2,1
530,0,0,2,1
531,0,0,2,1
532,0,0,2,1
533,0,0,2,1
534,0,0,2,1
535,0,0,2,1
536,0,0,2,1
537,0,0,2,1
538,0,0,2,1
539,0,0,2,1
540,0,0,2,1
541,0,0,2,1
542,0,0,2,1
543,0,0,2,1
544,0,0,2,1
545,0,0,2,1
546,0,0,2,1
547,0,0,2,1
548,0,0,2,1
549,0,0,2,1
550,0,0,2,1
551,0,0,2,1
552,0,0,2,1
553,0,0,2,1
554,0,0,2,1
555,0,0,2,1
556,0,0,2,1
557,0,0,2,1
558,0,0,2,1
559,0,0,2,1
560,0,0,2,1
561,0,0,2,1
562,0,0,2,1
563,0,0,2,1
564,0,0,2,1
565,0,0,2,1
566,0,0,2,1
567,0,0,2,1
568,0,0,2,1
569,0,0,2,1
570,0,0,2,1
571,0,0,2,1
572,0,0,2,1
573,0,0,2,1
574,0,0,2,1
575,0,0,2,1
576,0,0,2,1
577,0,0,2,1
578,0,0,2,1
579,0,0,2,1
580,0,0,2,1
581,0,0,2,1
582,0,0,2,1
583,0,0,2,1
584,0,0,2,1
585,0,0,2,1
586,0,0,2,1
587,0,0,2,1
588,0,0,2,1
589,0,0,2,1
590,0,0,2,1
591,0,0,2,1
592,0,0,2,1
593,0,0,2,1
594,0,0,2,1
595,0,0,2,1
596,0,0,2,1
597,0,0,2,1
598,0,0,2,1
599,0,0,2,1
600,0,0,2,1
601,0,0,2,1
602,0,0,2,1
603,0,0,2,1
604,0,0,2,1
605,0,0,2,1
606,0,0,2,1
607,0,0,2,1
608,0,0,2,1
609,0,0,2,1
610,0,0,2,1
611,0,0,2,1
612,0,0,2,1
613,0,0,2,1
614,0,0,2,1
615,0,0,2,1
616,0,0,2,1
617,0,0,2,1
618,0,0,2,1
619,0,0,2,1
620,0,0,2,1
621,0,0,2,1
622,0,0,2,1
623,0,0,2,1
624,0,0,2,1
625,0,0,2,1
626,0,0,2,1
627,0,0,2,1
628,0,0,2,1
629,0,0,2,1
630,0,0,2,1
631,0,0,2,1
632,0,0,2,1
633,0,0,2,1
634,0,0,2,1
635,0,0,2,1
636,0,0,2,1
637,0,0,2,1
638,0,0,2,1
639,0,0,2,1
640,0,0,2,1
641,0,0,2,1
642,0,0,2,1
643,0,0,2,1
644,0,0,2,1
645,0,0,2,1
646,0,0,2,1
647,0,0,2,1
648,0,0,2,1
649,0,0,2,1
650,0,0,2,1
651,0,0,2,1
652,0,0,2,1
653,0,0,2,1
654,0,0,2,1
655,0,0,2,1
656,0,0,2,1
657,0,0,2,1
658,0,0,2,1
659,0,0,2,1
660,0,0,2,1
661,0,0,2,1
662,0,0,2,1
663,0,0,2,1
664,0,0,2,1
665,0,0,2,1
666,0,0,2,1
667,0,0,2,1
668,0,0,2,1
669,0,0,2,1
670,0,0,2,1
671,0,0,2,1
672,0,0,2,1
673,0,0,2,1
674,0,0,2,1
675,0,0,2,1
676,0,0,2,1
677,0,0,2,1
678,0,0,2,1
679,0,0,2,1
680,0,0,2,1
681,0,0,2,1
682,0,0,2,1
683,0,0,2,1
684,0,0,2,1
685,0,0,2,1
686,0,0,2,1
687,0,0,2,1
688,0,0,2,1
689,0,0,2,1
690,0,0,2,1
691,0,0,2,1
692,0,0,2,1
693,0,0,2,1
694,0,0,2,1
695,0,0,2,1
696,0,0,2,1
697,0,0,2,1
698,0,0,2,1
699,0,0,2,1
700,0,0,2,1
701,0,0,2,1
702,0,0,2,1
703,0,0,2,1
704,0,0,2,1
705,0,0,2,1
706,0,0,2,1
707,0,0,2,1
708,0,0,2,1
709,0,0,2,1
710,0,0,2,1
711,0,0,2,1
712,0,0,2,1
713,0,0,2,1
714,0,0,2,1
715,0,0,2,1
716,0,0,2,1
717,0,0,2,1
718,0,0,2,1
719,0,0,2,1
720,0,0,2,1
721,0,0,2,1
722,0,0,2,1
723,0,0,2,1
724,0,0,2,1
725,0,0,2,1
726,0,0,2,1
727,0,0,2,1
728,0,0,2,1
729,0,0,2,1
730,0,0,2,1
731,0,0,2,1
732,0,0,2,1
733,0,0,2,1
734,0,0,2,1
735,0,0,2,1
736,0,0,2,1
737,0,0,2,1
738,0,0,2,1
739,0,0,2,1
740,0,0,2,1
741,0,0,2,1
742,0,0,2,1
743,0,0,2,1
744,0,0,2,1
745,0,0,2,1
746,0,0,2,1
747,0,0,2,1
748,0,0,2,1
749,0,0,2,1
750,0,0,2,1
751,0,0,2,1
752,0,0,2,1
753,0,0,2,1
754,0,0,2,1
755,0,0,2,1
756,0,0,2,1
757,0,0,2,1
758,0,0,2,1
759,0,0,2,1
760,0,0,2,1
761,0,0,2,1
762,0,0,2,1
763,0,0,2,1
764,0,0,2,1
765,0,0,2,1
766,0,0,2,1
767,0,0,2,1
768,0,0,2,1
769,0,0,2,1
770,0,0,2,1
771,0,0,2,1
772,0,0,2,1
773,0,0,2,1
774,0,0,2,1
775,0,0,2,1
776,0,0,2,1
777,0,0,2,1
778,0,0,2,1
779,0,0,2,1
780,0,0,2,1
781,0,0,2,1
782,0,0,2,1
783,0,0,2,1
784,0,0,2,1
785,0,0,2,1
786,0,0,2,1
787,0,0,2,1
788,0,0,2,1
789,0,0,2,1
790,0,0,2,1
791,0,0,2,1
792,0,0,2,1
793,0,0,2,1
794,0,0,2,1
795,0,0,2,1
796,0,0,2,1
797,0,0,2,1
798,0,0,2,1
799,0,0,2,1
800,0,0,2,1
801,0,0,2,1
802,0,0,2,1
803,0,0,2,1
804,0,0,2,1
805,0,0,2,1
806,0,0,2,1
807,0,0,2,1
808,0,0,2,1
809,0,0,2,1
810,0,0,2,1
811,0,0,2,1
812,0,0,2,1
813,0,0,2,1
814,0,0,2,1
815,0,0,2,1
816,0,0,2,1
817,0,0,2,1
818,0,0,2,1
819,0,0,2,1
820,0,0,2,1
821,0,0,2,1
822,0,0,2,1
823,0,0,2,1
824,0,0,2,1
825,0,0,2,1
826,0,0,2,1
827,0,0,2,1
828,0,0,2,1
829,0,0,2,1
830,0,0,2,1
831,0,0,2,1
832,0,0,2,1
833,0,0,2,1
834,0,0,2,1
835,0,0,2,1
836,0,0,2,1
837,0,0,2,1
838,0,0,2,1
839,0,0,2,1
840,0,0,2,1
841,0,0,2,1
842,0,0,2,1
843,0,0,2,1
844,0,0,2,1
845,0,0,2,1
846,0,0,2,1
847,0,0,2,1
848,0,0,2,1
849,0,0,2,1
850,0,0,2,1
851,0,0,2,1
852,0,0,2,1
853,0,0,2,1
854,0,0,2,1
855,0,0,2,1
856,0,0,2,1
857,0,0,2,1
858,0,0,2,1
859,0,0,2,1
860,0,0,2,1
861,0,0,2,1
862,0,0,2,1
863,0,0,2,1
864,0,0,2,1
865,0,0,2,1
866,0,0,2,1
867,0,0,2,1
868,0,0,2,1
869,0,0,2,1
870,0,0,2,1
871,0,0,2,1
872,0,0,2,1
873,0,0,2,1
874,0,0,2,1
875,0,0,2,1
876,0,0,2,1
877,0,0,2,1
878,0,0,2,1
879,0,0,2,1
880,0,0,2,1
881,0,0,2,1
882,0,0,2,1
883,0,0,2,1
884,0,0,2,1
885,0,0,2,1
886,0,0,2,1
887,0,0,2,1
888,0,0,2,1
889,0,0,2,1
890,0,0,2,1
891,0,0,2,1
892,0,0,2,1
893,0,0,2,1
894,0,0,2,1
895,0,0,2,1
896,0,0,2,1
897,0,0,2,1
898,0,0,2,1
899,0,0,2,1
900,0,0,2,1
901,0,0,2,1
902,0,0,2,1
903,0,0,2,1
904,0,0,2,1
905,0,0,2,1
906,0,0,2,1
907,0,0,2,1
908,0,0,2,1
909,0,0,2,1
910,0,0,2,1
911,0,0,2,1
912,0,0,2,1
913,0,0,2,1
914,0,0,2,1
915,0,0,2,1
916,0,0,2,1
917,0,0,2,1
918,0,0,2,1
919,0,0,2,1
920,0,0,2,1
921,0,0,2,1
922,0,0,2,1
923,0,0,2,1
924,0,0,2,1
925,0,0,2,1
926,0,0,2,1
927,0,0,2,1
928,0,0,2,1
929,0,0,2,1
930,0,0,2,1
931,0,0,2,1
932,0,0,2,1
933,0,0,2,1
934,0,0,2,1
935,0,0,2,1
936,0,0,2,1
937,0,0,2,1
938,0,0,2,1
939,0,0,2,1
940,0,0,2,1
941,0,0,2,1
942,0,0,2,1
943,0,0,2,1
944,0,0,2,1
945,0,0,2,1
946,0,0,2,1
947,0,0,2,1
948,0,0,2,1
949,0,0,2,1
950,0,0,2,1
951,0,0,2,1
952,0,0,2,1
953,0,0,2,1
954,0,0,2,1
955,0,0,2,1
956,0,0,2,1
957,0,0,2,1
958,0,0,2,1
959,0,0,2,1
960,0,0,2,1
961,0,0,2,1
962,0,0,2,1
963,0,0,2,1
964,0,0,2,1
965,0,0,2,1
966,0,0,2,1
967,0,0,2,1
968,0,0,2,1
969,0,0,2,1
970,0,0,2,1
971,0,0,2,1
972,0,0,2,1
973,0,0,2,1
974,0,0,2,1
975,0,0,2,1
976,0,0,2,1
977,0,0,2,1
978,0,0,2,1
979,0,0,2,1
980,0,0,2,1
981,0,0,2,1
982,0,0,2,1
983,0,0,2,1
984,0,0,2,1
985,0,0,2,1
986,0,0,2,1
987,0,0,2,1
988,0,0,2,1
989,0,0,2,1
990,0,0,2,1
991,0,0,2,1
992,0,0,2,1
993,0,0,2,1
994,0,0,2,1
995,0,0,2,1
996,0,0,2,1
997,0,0,2,1
998,0,0,2,1
999,0,0,2,1
1000,0,0,2,1
1001,0,0,2,1
1002,0,0,2,1
1003,0,0,2,1
1004,0,0,2,1
1005,0,0,2,1
1006,0,0,2,1
1007,0,0,2,1
1008,0,0,2,1
1009,0,0,2,1
1010,0,0,2,1
1011,0,0,2,1
1012,0,0,2,1
1013,0,0,2,1
1014,0,0,2,1
1015,0,0,2,1
1016,0,0,2,1
1017,0,0,2,1
1018,0,0,2,1
1019,0,0,2,1
1020,0,0,2,1
1021,0,0,2,1
1022,0,0,2,1
1023,0,0,2,1
1024,0,0,2,1
1025,0,0,2,1
1026,0,0,2,1
1027,0,0,2,1
1028,0,0,2,1
1029,0,0,2,1
1030,0,0,2,1
1031,0,0,2,1
1032,0,0,2,1
1033,0,0,2,1
1034,0,0,2,1
1035,0,0,2,1
1036,0,0,2,1
1037,0,0,2,1
1038,0,0,2,1
1039,0,0,2,1
1040,0,0,2,1
1041,0,0,2,1
1042,0,0,2,1
1043,0,0,2,1
1044,0,0,2,1
1045,0,0,2,1
1046,0,0,2,1
1047,0,0,2,1
1048,0,0,2,1
1049,0,0,2,1
1050,0,0,2,1
1051,0,0,2,1
1052,0,0,2,1
1053,0,0,2,1
1054,0,0,2,1
1055,0,0,2,1
1056,0,0,2,1
1057,0,0,2,1
1058,0,0,2,1
1059,0,0,2,1
1060,0,0,2,1
1061,0,0,2,1
1062,0,0,2,1
1063,0,0,2,1
1064,0,0,2,1
1065,0,0,2,1
1066,0,0,2,1
1067,0,0,2,1
1068,0,0,2,1
1069,0,0,2,1
1070,0,0,2,1
1071,0,0,2,1
1072,0,0,2,1
1073,0,0,2,1
1074,0,0,2,1
1075,0,0,2,1
1076,0,0,2,1
1077,0,0,2,1
1078,0,0,2,1
1079,0,0,2,1
1080,0,0,2,1
1081,0,0,2,1
1082,0,0,2,1
1083,0,0,2,1
1084,0,0,2,1
1085,0,0,2,1
1086,0,0,2,1
1087,0,0,2,1
1088,0,0,2,1
1089,0,0,2,1
1090,0,0,2,1
1091,0,0,2,1
1092,0,0,2,1
1093,0,0,2,1
1094,0,0,2,1
1095,0,0,2,1
1096,0,0,2,1
1097,0,0,2,1
1098,0,0,2,1
1099,0,0,2,1
1100,0,0,2,1
1101,0,0,2,1
1102,0,0,2,1
1103,0,0,2,1
1104,0,0,2,1
1105,0,0,2,1
1106,0,0,2,1
1107,0,0,2,1
1108,0,0,2,1
1109,0,0,2,1
1110,0,0,2,1
1111,0,0,2,1
1112,0,0,2,1
1113,0,0,2,1
1114,0,0,2,1
1115,0,0,2,1
1116,0,0,2,1
1117,0,0,2,1
1118,0,0,2,1
1119,0,0,2,1
1120,0,0,2,1
1121,0,0,2,1
1122,0,0,2,1
1123,0,0,2,1
1124,0,0,2,1
1125,0,0,2,1
1126,0,0,2,1
1127,0,0,2,1
1128,0,0,2,1
1129,0,0,2,1
1130,0,0,2,1
1131,0,0,2,1
1132,0,0,2,1
1133,0,0,2,1
1134,0,0,2,1
1135,0,0,2,1
1136,0,0,2,1
1137,0,0,2,1
1138,0,0,2,1
1139,0,0,2,1
1140,0,0,2,1
1141,0,0,2,1
1142,0,0,2,1
1143,0,0,2,1
1144,0,0,2,1
1145,0,0,2,1
1146,0,0,2,1
1147,0,0,2,1
1148,0,0,2,1
1149,0,0,2,1
1150,0,0,2,1
1151,0,0,2,1
1152,0,0,2,1
1153,0,0,2,1
1154,0,0,2,1
1155,0,0,2,1
1156,0,0,2,1
1157,0,0,2,1
1158,0,0,2,1
1159,0,0,2,1
1160,0,0,2,1
1161,0,0,2,1
1162,0,0,2,1
1163,0,0,2,1
1164,0,0,2,1
1165,0,0,2,1
1166,0,0,2,1
1167,0,0,2,1
1168,0,0,2,1
1169,0,0,2,1
1170,0,0,2,1
1171,0,0,2,1
1172,0,0,2,1
1173,0,0,2,1
1174,0,0,2,1
1175,0,0,2,1
1176,0,0,2,1
1177,0,0,2,1
1178,0,0,2,1
1179,0,0,2,1
1180,0,0,2,1
1181,0,0,2,1
1182,0,0,2,1
1183,0,0,2,1
1184,0,0,2,1
1185,0,0,2,1
1186,0,0,2,1
1187,0,0,2,1
1188,0,0,2,1
1189,0,0,2,1
1190,0,0,2,1
1191,0,0,2,1
1192,0,0,2,1
1193,0,0,2,1
1194,0,0,2,1
1195,0,0,2,1
1196,0,0,2,1
1197,0,0,2,1
1198,0,0,2,1
1199,0,0,2,1
1200,0,0,2,1
1201,0,0,2,1
1202,0,0,2,1
1203,0,0,2,1
1204,0,0,2,1
1205,0,0,2,1
1206,0,0,2,1
1207,0,0,2,1
1208,0,0,2,1
1209,0,0,2,1
1210,0,0,2,1
1211,0,0,2,1
1212,0,0,2,1
1213,0,0,2,1
1214,0,0,2,1
1215,0,0,2,1
1216,0,0,2,1
1217,0,0,2,1
1218,0,0,2,1
1219,0,0,2,1
1220,0,0,2,1
1221,0,0,2,1
1222,0,0,2,1
1223,0,0,2,1
1224,0,0,2,1
1225,0,0,2,1
1226,0,0,2,1
1227,0,0,2,1
1228,0,0,2,1
1229,0,0,2,1
1230,0,0,2,1
1231,0,0,2,1
1232,0,0,2,1
1233,0,0,2,1
1234,0,0,2,1
1235,0,0,2,1
1236,0,0,2,1
1237,0,0,2,1
1238,0,0,2,1
1239,0,0,2,1
1240,0,0,2,1
1241,0,0,2,1
1242,0,0,2,1
1243,0,0,2,1
1244,0,0,2,1
1245,0,0,2,1
1246,0,0,2,1
1247,0,0,2,1
1248,0,0,2,1
1249,0,0,2,1
1250,0,0,2,1
1251,0,0,2,1
1252,0,0,2,1
1253,0,0,2,1
1254,0,0,2,1
1255,0,0,2,1
1256,0,0,2,1
1257,0,0,2,1
1258,0,0,2,1
1259,0,0,2,1
1260,0,0,2,1
1261,0,0,2,1
1262,0,0,2,1
1263,0,0,2,1
1264,0,0,2,1
1265,0,0,2,1
1266,0,0,2,1
1267,0,0,2,1
1268,0,0,2,1
1269,0,0,2,1
1270,0,0,2,1
1271,0,0,2,1
1272,0,0,2,1
1273,0,0,2,1
1274,0,0,2,1
1275,0,0,2,1
1276,0,0,2,1
1277,0,0,2,1
1278,0,0,2,1
1279,0,0,2,1
1280,0,0,2,1
1281,0,0,2,1
1282,0,0,2,1
1283,0,0,2,1
1284,0,0,2,1
1285,0,0,2,1
1286,0,0,2,1
1287,0,0,2,1
1288,0,0,2,1
1289,0,0,2,1
1290,0,0,2,1
1291,0,0,2,1
1292,0,0,2,1
1293,0,0,2,1
1294,0,0,2,1
1295,0,0,2,1
1296,0,0,2,1
1297,0,0,2,1
1298,0,0,2,1
1299,0,0,2,1
1300,0,0,2,1
1301,0,0,2,1
1302,0,0,2,1
1303,0,0,2,1
1304,0,0,2,1
1305,0,0,2,1
1306,0,0,2,1
1307,0,0,2,1
1308,0,0,2,1
1309,0,0,2,1
1310,0,0,2,1
1311,0,0,2,1
1312,0,0,2,1
1313,0,0,2,1
1314,0,0,2,1
1315,0,0,2,1
1316,0,0,2,1
1317,0,0,2,1
1318,0,0,2,1
1319,0,0,2,1
1320,0,0,2,1
1321,0,0,2,1
1322,0,0,2,1
1323,0,0,2,1
1324,0,0,2,1
1325,0,0,2,1
1326,0,0,2,1
1327,0,0,2,1
1328,0,0,2,1
1329,0,0,2,1
1330,0,0,2,1
1331,0,0,2,1
1332,0,0,2,1
1333,0,0,2,1
1334,0,0,2,1
1335,0,0,2,1
1336,0,0,2,1
1337,0,0,2,1
1338,0,0,2,1
1339,0,0,2,1
1340,0,0,2,1
1341,0,0,2,1
1342,0,0,2,1
1343,0,0,2,1
1344,0,0,2,1
1345,0,0,2,1
1346,0,0,2,1
1347,0,0,2,1
1348,0,0,2,1
1349,0,0,2,1
1350,0,0,2,1
1351,0,0,2,1
1352,0,0,2,1
1353,0,0,2,1
1354,0,0,2,1
1355,0,0,2,1
1356,0,0,2,1
1357,0,0,2,1
1358,0,0,2,1
1359,0,0,2,1
1360,0,0,2,1
